,Event timestamp,tokenId,event_type
0,2022-08-03T12:06:05.668245,4108,created
1,2022-08-03T12:03:57.788188,1770,created
2,2022-08-03T11:56:26.074229,5581,created
3,2022-08-03T11:55:30,5581,cancelled
4,2022-08-03T11:55:30,5581,cancelled
5,2022-08-03T11:55:30,5581,cancelled
6,2022-08-03T11:49:57.004015,8030,created
