                                                                                         	           	    	                           	value,trait_type                                                        	                    	                                           	                                           	     	8888 authe 	     	                                                                                                                    	https://gateway.pinata.cloud/ipfs/QmYbEfwsXzmjkStkxcYHUBsbs8BtE5qVwHLmtCfShe5sDw                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       	                                                                 	                                                                                                                                                                                              	                                           	       	                                                                                                          	0xb6353E6753c857ec4961aC16dF4a4094Bb923D97 	                                                                     	                                                                                                                                                 	Zodiac Friend #2131                           	https://zodiacfriends.io
                                                                                         	           	    	                           	value,trait_type                                                        	                    	                                           	                                           	     	8888 authe 	     	                                                                                                                    	https://gateway.pinata.cloud/ipfs/QmTHUBqX7VkqSP5BULvaMZp7KevRkAAM8eSFdoUJWoQEH5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       	                                                                 	                                                                                                                                                                                              	                                           	       	                                                                                                          	0xb6353E6753c857ec4961aC16dF4a4094Bb923D97 	                                                                     	                                                                                                                                                 	Zodiac Friend #2132                           	https://zodiacfriends.io
                                                                                         	           	    	                           	value,trait_type                                                        	                    	                                           	                                           	     	8888 authe 	     	                                                                                                                    	https://gateway.pinata.cloud/ipfs/QmZb1TH87JoZGa5QMHPmGvxuVThPDJL31VCgauvpt7QVCk                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       	                                                                 	                                                                                                                                                                                              	                                           	       	                                                                                                          	0xb6353E6753c857ec4961aC16dF4a4094Bb923D97 	                                                                     	                                                                                                                                                 	Zodiac Friend #2133                           	https://zodiacfriends.io
                                                                                         	           	    	                           	                                                                        	                    	                                           	                                           	     	Tunes are  	     	                                                                                                                    	ipfs://Qme2g6Rq3ytangS7HsFYPQckN9dngBzmSRVB3UQGL1ZA72/1672.png                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         	                                                                 	                                                                                                                                                                                              	                                           	       	                                                                                                          	0xfa932d5cBbDC8f6Ed6D96Cc6513153aFa9b7487C 	                                                                     	                                                                                                                                                 	The Good Dinosaur Divorce                     	
                                                                                         	           	    	                           	                                                                        	                    	                                           	                                           	     	Tunes are  	     	                                                                                                                    	ipfs://Qme2g6Rq3ytangS7HsFYPQckN9dngBzmSRVB3UQGL1ZA72/3900.png                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         	                                                                 	                                                                                                                                                                                              	                                           	       	                                                                                                          	0xfa932d5cBbDC8f6Ed6D96Cc6513153aFa9b7487C 	                                                                     	                                                                                                                                                 	M I R A C L E                                 	
                                                                                         	           	    	                           	                                                                        	                    	                                           	                                           	     	           	     	                                                                                                                    	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       	                                                                 	                                                                                                                                                                                              	                                           	       	                                                                                                          	0x378bC723AB7C5445FC2756aA17fF469a544F653C 	                                                                     	                                                                                                                                                 	                                              	
                                                                                         	           	    	                           	value,trait_type                                                        	                    	                                           	                                           	     	Degenz is  	     	                                                                                                                    	https://mintdegenz.co/pictures/1085.png                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                	                                                                 	                                                                                                                                                                                              	                                           	       	                                                                                                          	0xfb9e9e7150cCebFe42D58de1989C5283d0EAAB2e 	                                                                     	                                                                                                                                                 	Degenz #1085                                  	https://www.degenz.co/
                                                                                         	           	    	                           	value,trait_type                                                        	                    	                                           	                                           	     	Degenz is  	     	                                                                                                                    	https://mintdegenz.co/pictures/1085.png                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                	                                                                 	                                                                                                                                                                                              	                                           	       	                                                                                                          	0xfb9e9e7150cCebFe42D58de1989C5283d0EAAB2e 	                                                                     	                                                                                                                                                 	Degenz #1085                                  	https://www.degenz.co/
