Design	to	image	projectLogo	id	date	collectionAddress	createdBy	media	background_color	Marketing	project	addresses	image_ipfs	yearCreated	attributes	google_image	home_url	collection_name	owner	artDesc	values	sealed	totalValue	tokenId	artist	Development	collection	transparent_image	live	fee_recipient	ipfs_image	website	youtube_url	high_quality_image	name	external_url	platform	hash	dynamic	compiler	thumbnail_url	maxTokens	private	probability	network	dropVersion	tokenHash	claimedBy	signature	seller_fee_basis_points	edition	dapp	is_dynamic	origDescription	tags	token_id	rewrites	state	nonce	transparent_animation_url	dailyYield	description	success	imageHash	image_url	ipfs	image_medium	curation_status	year	rarity	status	dna	transparent_staked_url	license	image_small	animation_url	image_large	ownedImage
		ipfs://Qme3Vy38eLpxdxaZMfE2quciVverwmK6vVoDDNkbs24f3U/1024.png													trait_type,value												0x2a5AEf99CFa510f8bC57b99E22D97d92483D8053								ZOMBIE #1024																											Crypto Zom																
		ipfs://Qme3Vy38eLpxdxaZMfE2quciVverwmK6vVoDDNkbs24f3U/1025.png													trait_type,value												0x2a5AEf99CFa510f8bC57b99E22D97d92483D8053								ZOMBIE #1025																											Crypto Zom																
		https://fast-food-fren.herokuapp.com/spookyfrens/1009/image/													trait_type,value												0xd9030f15B62a85187A01bBE46838362Aa3451132								Spooky Fren #1009																											Spooky Fre																
		https://fast-food-fren.herokuapp.com/spookyfrens/1040/image/													trait_type,value												0xd9030f15B62a85187A01bBE46838362Aa3451132								Spooky Fren #1040																											Spooky Fre																
		https://fast-food-fren.herokuapp.com/spookyfrens/1045/image/													trait_type,value												0xd9030f15B62a85187A01bBE46838362Aa3451132								Spooky Fren #1045																											Spooky Fre																
		ipfs://QmScyadx6jWCP5U95U8Ea9UoxwH1cLMHW1YeNbcWZJkuf7													trait_type,value,display_type												0x9d1b599397490c31B988cB1a057e5591367B8F9d								0xHunter #1009																											0xHunter i																
		ipfs://QmePWdcEr9Z3VppkZhcV7qtPj4sBfewifY9271gJieuHDV													trait_type,value,display_type												0x9d1b599397490c31B988cB1a057e5591367B8F9d								0xHunter #1020																											0xHunter i																
		ipfs://QmQmVfTBWHj4gEtbXxN83xyKeYdmhDrsQqFjUyZRFwV7x1													trait_type,value,display_type												0x9d1b599397490c31B988cB1a057e5591367B8F9d								0xHunter #1021																											0xHunter i																
		ipfs://QmeKgfTbgwXfZXpS2TPH24zcHub51wZ6NHLajmZQaky1A6													trait_type,value									1015			0x83245940D746E170f7e9A4A4f447e8f694Ec4d9C								The League of Divine Beings #1015																											The League																
		ipfs://QmeiQhSv527w1BNi6wkihXnZrVqyXqMFn3VRdFgsiaYa3u													trait_type,value									1016			0x83245940D746E170f7e9A4A4f447e8f694Ec4d9C								The League of Divine Beings #1016																											The League																
		ipfs://QmWqqEYW2Nae8jAtNzSqS3TBQP3SXoJUryjqKQBo7wk1LM													trait_type,value									1048			0x83245940D746E170f7e9A4A4f447e8f694Ec4d9C								The League of Divine Beings #1048																											The League																
		ipfs://bafybeiawor3tkivl3yfs5euwxrap7abnlbop44ktf64g2sgu3xl43gf2gy													trait_type,value												0xb87102481d6d61A5E5B3B4315a4071717F340C99								Rebel Rabbit #1030	https://rebelrabbits.io/																										Rebel Rabb																
		ipfs://bafybeibn5fqdokuaocjlaqcomrritiuwjmqtahtuehca24hhmj3hk6szae													trait_type,value												0xb87102481d6d61A5E5B3B4315a4071717F340C99								Rebel Rabbit #1048	https://rebelrabbits.io/																										Rebel Rabb																
		ipfs://bafybeig3d6kopna4n4lxgrabhgmxjrx5ljcfd7qvoni32elfpmpx6uqfte													trait_type,value												0xb87102481d6d61A5E5B3B4315a4071717F340C99								Rebel Rabbit #1062	https://rebelrabbits.io/																										Rebel Rabb																
		https://highstreet.market/FFDS/0.png													trait_type,value									0			0x78f190eFe7B9198b76207F14d90ba96FB782680e								0	https://highstreet.market/duck-meta/0																																										
		https://highstreet.market/FFDS/0.png													trait_type,value									0			0x78f190eFe7B9198b76207F14d90ba96FB782680e								0	https://highstreet.market/duck-meta/0																																										
		https://highstreet.market/FFDS/100.png													trait_type,value									100			0x78f190eFe7B9198b76207F14d90ba96FB782680e								100	https://highstreet.market/duck-meta/100																																										
		https://res.cloudinary.com/nifty-gateway/video/upload/v1634048479/Andrea/MadRabbits/MRRC_BurrowPass_Revised_unvcpn.png							ffffff																		0x6e319877f5263a3E7B4B36c6F90a7f2542c91E3E								Mad Rabbits Burrow Pass #1/2325	https://niftygateway.com/#/																										Art and mu														https://res.cloudinary.com/nifty-gateway/video/upload/v1634048479/Andrea/MadRabbits/MRRC_BurrowPass_Revised_unvcpn.mp4		
		https://res.cloudinary.com/nifty-gateway/video/upload/v1634048479/Andrea/MadRabbits/MRRC_BurrowPass_Revised_unvcpn.png							ffffff																		0x6e319877f5263a3E7B4B36c6F90a7f2542c91E3E								Mad Rabbits Burrow Pass #11/2325	https://niftygateway.com/#/																										Art and mu														https://res.cloudinary.com/nifty-gateway/video/upload/v1634048479/Andrea/MadRabbits/MRRC_BurrowPass_Revised_unvcpn.mp4		
		https://res.cloudinary.com/nifty-gateway/video/upload/v1634048479/Andrea/MadRabbits/MRRC_BurrowPass_Revised_unvcpn.png							ffffff																		0x6e319877f5263a3E7B4B36c6F90a7f2542c91E3E								Mad Rabbits Burrow Pass #27/2325	https://niftygateway.com/#/																										Art and mu														https://res.cloudinary.com/nifty-gateway/video/upload/v1634048479/Andrea/MadRabbits/MRRC_BurrowPass_Revised_unvcpn.mp4		
		https://ipfs.billionaireclubnft.com/ipfs/QmYrddVMPQCzqUC7JTfmNr5u72KQpDcrAA4EWSZt5HFHMw/10000.png													trait_type,value												0x5DF340b5D1618c543aC81837dA1C2d2B17b3B5d8								Billionaire #10000																											Meet The B																
		https://ipfs.billionaireclubnft.com/ipfs/QmYrddVMPQCzqUC7JTfmNr5u72KQpDcrAA4EWSZt5HFHMw/10001.png													trait_type,value												0x5DF340b5D1618c543aC81837dA1C2d2B17b3B5d8								Billionaire #10001																											Meet The B																
		https://ipfs.billionaireclubnft.com/ipfs/QmYrddVMPQCzqUC7JTfmNr5u72KQpDcrAA4EWSZt5HFHMw/10007.png													trait_type,value												0x5DF340b5D1618c543aC81837dA1C2d2B17b3B5d8								Billionaire #10007																											Meet The B																
		https://d1xxei964ioe0z.cloudfront.net/full/064f0d223ac821056b33176c42c4a61baf4d8d4545bece3d5eb810d7526e8d2d.png													trait_type,value,display_type												0x4b3406a41399c7FD2BA65cbC93697Ad9E7eA61e5								Origin #CAX6						https://d1xxei964ioe0z.cloudfront.net/thumbnails/c666e25ded3c3eca59f82518ce192cac487016a774f31d909e26164a344eee66.png																1								https://d1xxei964ioe0z.cloudfront.net/full/064f0d223ac821056b33176c42c4a61baf4d8d4545bece3d5eb810d7526e8d2d.png													
		https://d1xxei964ioe0z.cloudfront.net/full/2d9a1895a65eb6a31308dded3e5b348e812aedfd83e48da94dfc180bf388c331.png													trait_type,value,display_type												0x4b3406a41399c7FD2BA65cbC93697Ad9E7eA61e5								Poet #10000						https://d1xxei964ioe0z.cloudfront.net/thumbnails/0f529625cae33aecf18e6ba6d5582b2badce82d0f4f788b29e0cd2efbbb7b711.png																0								https://d1xxei964ioe0z.cloudfront.net/full/2d9a1895a65eb6a31308dded3e5b348e812aedfd83e48da94dfc180bf388c331.png													
		https://d1xxei964ioe0z.cloudfront.net/full/b6f41c11418b501203cd7b3a95896cf543983ae648db00fcf2e9d772d4682254.png													trait_type,value,display_type												0x4b3406a41399c7FD2BA65cbC93697Ad9E7eA61e5								Poet #10002						https://d1xxei964ioe0z.cloudfront.net/thumbnails/ffd23fa310c1b9e4020a39ddf99f0097373a80cce5c4b8642b8d7ad426c4f27f.png																0								https://d1xxei964ioe0z.cloudfront.net/full/b6f41c11418b501203cd7b3a95896cf543983ae648db00fcf2e9d772d4682254.png													
