						Luchador #2416																																											<svg id='luchador2416' xmlns='http://www.w3.org/2000/svg' viewBox='0 0 24 24'><style>#luchador2416 .lucha-base { fill: #cc0d3d; } #luchador2416 .lucha-alt { fill: #e8b63a; } #luchador2416 .lucha-eyes { fill: #a5823b; } #luchador2416 .lucha-skin { fill: #f39c77; } #luchador2416 .lucha-breathe { animation: 0.5s lucha-breathe infinite alternate ease-in-out; } @keyframes lucha-breathe { from { transform: translateY(0px); } to { transform: translateY(1%); } }</style><g class='lucha-breathe'><path class='lucha-base' d='M6 2V1H5v5h1V5h1V3h1V2H7zM18 1v1h-2v1h1v2h1v1h1V1z'/><g fill='#000'><path d='M5 1h1v1H5zM6 2v1h2V2H7zM18 1h1v1h-1zM16 2v1h2V2h-1z' opacity='.3'/><path d='M6 3V2H5v4h1V5h1V3zM18 2v1h-1v2h1v1h1V2z' opacity='.2'/></g><path class='lucha-skin' d='M22 12v-1h-1v-1h-1V9h-1V5h-1V3h-1V2h-1V1h-1V0H9v1H8v1H7v1H6v2H5v4H4v1H3v1H2v1H1v8h4v-1h1v-2H5v-3h1v1h1v1h1v2h8v-2h1v-1h1v-1h1v3h-1v2h1v1h4v-8z'/><path class='lucha-base' d='M15 9v9h1V9zM8 10v8h1V9H8z'/><path d='M8 10v8h1V9H8zM15 9v9h1V9z' fill='#000' opacity='.15'/><path class='lucha-base' d='M18 5V3h-1V2h-1V1h-1V0H9v1H8v1H7v1H6v2H5v5h1v2h1v1h1v1h1v1h6v-1h1v-1h1v-1h1v-2h1V5z'/><g class='lucha-alt'><path d='M18 5V3h-1V2h-1V1h-1V0H9v1H8v1H7v1H6v2H5v5h1v2h1v1h1v1h1v1h1v-4h1V5H9V3h1V2h1V1h2v1h1v1h1v2h-2v6h1v4h1v-1h1v-1h1v-1h1v-2h1V5z'/></g><path fill='#FFF' d='M9 6H6v3h4V6zM17 6h-3v3h4V6z'/><path class='lucha-eyes' d='M16 6h-2v3h3V6zM8 6H7v3h3V6H9z'/><path fill='#FFF' d='M7 6h1v1H7zM16 6h1v1h-1z' opacity='.4'/><path fill='#000' d='M15 7h1v1h-1zM8 7h1v1H8z'/><path class='lucha-skin' d='M14 10H9v3h6v-3z'/><path fill='#000' opacity='.9' d='M13 11h-3v1h4v-1z'/></g><path class='lucha-skin' d='M16 23v-6H8v6H7v1h4v-4h2v4h4v-1z'/><path class='lucha-base' d='M15 17H8v1h1v1h2v1h2v-1h2v-1h1v-1z'/><path class='lucha-base' d='M9 21H8v2H7v1h4v-3h-1zM16 23v-2h-3v3h4v-1z'/></svg>																					value,trait_type														0x8b4616926705Fb61E9C4eeAc07cd946a5D4b0760																			https://luchadores.io/luchador/2416																										Luchadores																	
						Luchador #2416																																											<svg id='luchador2416' xmlns='http://www.w3.org/2000/svg' viewBox='0 0 24 24'><style>#luchador2416 .lucha-base { fill: #cc0d3d; } #luchador2416 .lucha-alt { fill: #e8b63a; } #luchador2416 .lucha-eyes { fill: #a5823b; } #luchador2416 .lucha-skin { fill: #f39c77; } #luchador2416 .lucha-breathe { animation: 0.5s lucha-breathe infinite alternate ease-in-out; } @keyframes lucha-breathe { from { transform: translateY(0px); } to { transform: translateY(1%); } }</style><g class='lucha-breathe'><path class='lucha-base' d='M6 2V1H5v5h1V5h1V3h1V2H7zM18 1v1h-2v1h1v2h1v1h1V1z'/><g fill='#000'><path d='M5 1h1v1H5zM6 2v1h2V2H7zM18 1h1v1h-1zM16 2v1h2V2h-1z' opacity='.3'/><path d='M6 3V2H5v4h1V5h1V3zM18 2v1h-1v2h1v1h1V2z' opacity='.2'/></g><path class='lucha-skin' d='M22 12v-1h-1v-1h-1V9h-1V5h-1V3h-1V2h-1V1h-1V0H9v1H8v1H7v1H6v2H5v4H4v1H3v1H2v1H1v8h4v-1h1v-2H5v-3h1v1h1v1h1v2h8v-2h1v-1h1v-1h1v3h-1v2h1v1h4v-8z'/><path class='lucha-base' d='M15 9v9h1V9zM8 10v8h1V9H8z'/><path d='M8 10v8h1V9H8zM15 9v9h1V9z' fill='#000' opacity='.15'/><path class='lucha-base' d='M18 5V3h-1V2h-1V1h-1V0H9v1H8v1H7v1H6v2H5v5h1v2h1v1h1v1h1v1h6v-1h1v-1h1v-1h1v-2h1V5z'/><g class='lucha-alt'><path d='M18 5V3h-1V2h-1V1h-1V0H9v1H8v1H7v1H6v2H5v5h1v2h1v1h1v1h1v1h1v-4h1V5H9V3h1V2h1V1h2v1h1v1h1v2h-2v6h1v4h1v-1h1v-1h1v-1h1v-2h1V5z'/></g><path fill='#FFF' d='M9 6H6v3h4V6zM17 6h-3v3h4V6z'/><path class='lucha-eyes' d='M16 6h-2v3h3V6zM8 6H7v3h3V6H9z'/><path fill='#FFF' d='M7 6h1v1H7zM16 6h1v1h-1z' opacity='.4'/><path fill='#000' d='M15 7h1v1h-1zM8 7h1v1H8z'/><path class='lucha-skin' d='M14 10H9v3h6v-3z'/><path fill='#000' opacity='.9' d='M13 11h-3v1h4v-1z'/></g><path class='lucha-skin' d='M16 23v-6H8v6H7v1h4v-4h2v4h4v-1z'/><path class='lucha-base' d='M15 17H8v1h1v1h2v1h2v-1h2v-1h1v-1z'/><path class='lucha-base' d='M9 21H8v2H7v1h4v-3h-1zM16 23v-2h-3v3h4v-1z'/></svg>																					value,trait_type														0x8b4616926705Fb61E9C4eeAc07cd946a5D4b0760																			https://luchadores.io/luchador/2416																										Luchadores																	
						Epic Eagle #1670																																																																value,trait_type														0x395fc9db003E58b804188155Dc7e0E609a062F61																										https://ipfs.io/ipfs/QmbcMaAAvmtjqmZ25piyiLQBFrbDaBv27iiZ1sbDwtuXzo/1670.png																																				
						Epic Eagle #4153																																																																value,trait_type														0x395fc9db003E58b804188155Dc7e0E609a062F61																										https://ipfs.io/ipfs/QmbcMaAAvmtjqmZ25piyiLQBFrbDaBv27iiZ1sbDwtuXzo/4153.png																																				
						Afterburn #722/870																									ffffff																																																					0x8A939fd297FAb7388d6e6C634eEe3C863626bE57																			https://niftygateway.com/#/							https://res.cloudinary.com/nifty-gateway/image/upload/v1616442657/Ashley/Xcopy5/AFTERBURN_RED_-_XCOPY_2089_lkfib4.gif																			Afterburn 																	
						Afterburn #722/870																									ffffff																																																					0x8A939fd297FAb7388d6e6C634eEe3C863626bE57																			https://niftygateway.com/#/							https://res.cloudinary.com/nifty-gateway/image/upload/v1616442657/Ashley/Xcopy5/AFTERBURN_RED_-_XCOPY_2089_lkfib4.gif																			Afterburn 																	
						Fusion #2189																																																																value,trait_type														0xEA6504BA9ec2352133e6A194bB35ad4B1a3b68e7																										ipfs://QmXzgTaT7awqcGkk5MuYaYdsbgeYc4eHRNcbybB3vH9WLk/2189.jpg																			Fusion Ape																	
						Fusion #320																																																																value,trait_type														0xEA6504BA9ec2352133e6A194bB35ad4B1a3b68e7																										ipfs://QmXzgTaT7awqcGkk5MuYaYdsbgeYc4eHRNcbybB3vH9WLk/320.jpg																			Fusion Ape																	
																																																																						value,trait_type														0xA96602e7f43b8b01d3A746Bf2e178eF6DdE7880d																			NFTRedZone.io							https://nftredzone.mypinata.cloud/ipfs/QmRz5q1Lxc7THrSTEFrQGbrveN4PhGB7Z24Qe9fFwiTPdo/Card-dGens-TE.jpg																																				
																																																																						value,trait_type														0xA96602e7f43b8b01d3A746Bf2e178eF6DdE7880d																			NFTRedZone.io							https://nftredzone.mypinata.cloud/ipfs/QmRz5q1Lxc7THrSTEFrQGbrveN4PhGB7Z24Qe9fFwiTPdo/Card-KIA-TE.jpg																																				
																																																																																				0x9c57D0278199c931Cf149cc769f37Bb7847091e7																																																														
																																																																																				0x9c57D0278199c931Cf149cc769f37Bb7847091e7																																																														
						Divine Order of the Zodiac #451																																																																value,trait_type													451	0x75bD294F5AdAE8428dDcd1431AE2e0D4F5a05707																			https://thedivinezodiac.com/							ipfs://QmdKzBnUBkajXTvQ74RV2qq5LTTKxDKJKEHMikFosrPUPo/art/16386063979eacfb.png																			The Divine																	
						Divine Order of the Zodiac #534																																																																value,trait_type													534	0x75bD294F5AdAE8428dDcd1431AE2e0D4F5a05707																			https://thedivinezodiac.com/							ipfs://QmdKzBnUBkajXTvQ74RV2qq5LTTKxDKJKEHMikFosrPUPo/art/c7c2ab85120539d7.png																			The Divine																	
						994																																																			https://gateway.pinata.cloud/ipfs/QmZ3yCYX2c6Z2BNSTyx1zuBoPUJTB8dyE74zwngdweaFV6													value,max_value,display_type,trait_type													994	0xccee4d557588e982ECF3A2391d718c76589d8aF9																			https://cryptozoo.co							https://gateway.pinata.cloud/ipfs/QmRtPL5LiDdu7wUoUYPhe3CjfsU9xMHxAqZtJFs73Bmmdn																			Contains 1																	
						JunkYard Dog #4826																																																			https://gateway.pinata.cloud/ipfs/QmeT3HcrU1fATTbFpxjU9A1fP3UH282FfoAZRZWQnNWb71													value,trait_type														0x91673149FFae3274b32997288395D07A8213e41F																			https://junkyarddogs.io							https://ipfs.io/ipfs/QmcLZXyKebCktjLB4JCH4hCXaMmaUuyGdEo19Nb2RQyqxk																			The year i																	
						JunkYard Dog #6389																																																			https://gateway.pinata.cloud/ipfs/QmYa879cPaUL2RFwfuCtpu15p3GrWpZzcUtbYQEhfW9tU5													value,trait_type														0x91673149FFae3274b32997288395D07A8213e41F																			https://junkyarddogs.io							https://ipfs.io/ipfs/QmUyMKsE4CjwThQQHpJpYbVmDSy7ZT2CLXTh2gzk2YC6CD																			The year i																	
						Protocol Believer 8/15																																																																value,trait_type														0xC4E0f3Ec24972C75dF7c716922096F4270b7bB4e																										https://images.mirror-media.xyz/publication-images/YrSftmzUZNaNcixaLRbTq.gif?height=625&width=625																			Backers wh																	
						1735																																																																value,trait_type														0x85d39CEa74b0bAbA54D7fD0dF42Dd3e6E39B1625																										https://lockdownlemmings.blob.core.windows.net/lockdownlemmings/lem1735.jpg																			Lockdown L																	
																																																																																				0x85d39CEa74b0bAbA54D7fD0dF42Dd3e6E39B1625																																																														
						Clayling #2069																																																																value,trait_type														0x8630cDEaA26D042f0F9242ca30229b425E7f243f																			https://api.claylings.io/api/image/2069							https://api.claylings.io/api/image/2069																																				
						Clayling #2215																																																																value,trait_type														0x8630cDEaA26D042f0F9242ca30229b425E7f243f																			https://api.claylings.io/api/image/2215							https://api.claylings.io/api/image/2215																																				
						Genesis.001 #148/1402																									ffffff																										https://res.cloudinary.com/nifty-gateway/video/upload/v1613186551/A/MicahJohnson/AKU-genesis_1_crkk9b.mp4																											0xe1BD4B40079CD73d5D55426274A94EE662C0c67B																			https://niftygateway.com/#/							https://res.cloudinary.com/nifty-gateway/video/upload/v1613186551/A/MicahJohnson/AKU-genesis_1_crkk9b.png																			Genesis.00																	
						Genesis.001 #160/1402																									ffffff																										https://res.cloudinary.com/nifty-gateway/video/upload/v1613186551/A/MicahJohnson/AKU-genesis_1_crkk9b.mp4																											0xe1BD4B40079CD73d5D55426274A94EE662C0c67B																			https://niftygateway.com/#/							https://res.cloudinary.com/nifty-gateway/video/upload/v1613186551/A/MicahJohnson/AKU-genesis_1_crkk9b.png																			Genesis.00																	
						Knights of Degen #4615																																																																value,trait_type														0xE3f92992BB4F0f0D173623A52b2922d65172601d																			https://knightsofdegen.io				Knights of Degen			ipfs://QmdFkX7SkgL9cDYPwt4CNpsQ5CSz74CF3MwswmGLKEgDMp/4615.png																			The Knight																	
						Knights of Degen #4616																																																																value,trait_type														0xE3f92992BB4F0f0D173623A52b2922d65172601d																			https://knightsofdegen.io				Knights of Degen			ipfs://QmdFkX7SkgL9cDYPwt4CNpsQ5CSz74CF3MwswmGLKEgDMp/4616.png																			The Knight																	
						N #1002																																																																														0x05a46f1E545526FB803FF974C790aCeA34D1f2D6																										data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHByZXNlcnZlQXNwZWN0UmF0aW89InhNaW5ZTWluIG1lZXQiIHZpZXdCb3g9IjAgMCAzNTAgMzUwIj48c3R5bGU+LmJhc2UgeyBmaWxsOiB3aGl0ZTsgZm9udC1mYW1pbHk6IHNlcmlmOyBmb250LXNpemU6IDE0cHg7IH08L3N0eWxlPjxyZWN0IHdpZHRoPSIxMDAlIiBoZWlnaHQ9IjEwMCUiIGZpbGw9ImJsYWNrIiAvPjx0ZXh0IHg9IjEwIiB5PSIyMCIgY2xhc3M9ImJhc2UiPjM8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjQwIiBjbGFzcz0iYmFzZSI+MzwvdGV4dD48dGV4dCB4PSIxMCIgeT0iNjAiIGNsYXNzPSJiYXNlIj4xPC90ZXh0Pjx0ZXh0IHg9IjEwIiB5PSI4MCIgY2xhc3M9ImJhc2UiPjU8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjEwMCIgY2xhc3M9ImJhc2UiPjg8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjEyMCIgY2xhc3M9ImJhc2UiPjc8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjE0MCIgY2xhc3M9ImJhc2UiPjEwPC90ZXh0Pjx0ZXh0IHg9IjEwIiB5PSIxNjAiIGNsYXNzPSJiYXNlIj42PC90ZXh0Pjwvc3ZnPg==																			N is just 																	
						N #1220																																																																														0x05a46f1E545526FB803FF974C790aCeA34D1f2D6																										data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHByZXNlcnZlQXNwZWN0UmF0aW89InhNaW5ZTWluIG1lZXQiIHZpZXdCb3g9IjAgMCAzNTAgMzUwIj48c3R5bGU+LmJhc2UgeyBmaWxsOiB3aGl0ZTsgZm9udC1mYW1pbHk6IHNlcmlmOyBmb250LXNpemU6IDE0cHg7IH08L3N0eWxlPjxyZWN0IHdpZHRoPSIxMDAlIiBoZWlnaHQ9IjEwMCUiIGZpbGw9ImJsYWNrIiAvPjx0ZXh0IHg9IjEwIiB5PSIyMCIgY2xhc3M9ImJhc2UiPjk8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjQwIiBjbGFzcz0iYmFzZSI+MzwvdGV4dD48dGV4dCB4PSIxMCIgeT0iNjAiIGNsYXNzPSJiYXNlIj4yPC90ZXh0Pjx0ZXh0IHg9IjEwIiB5PSI4MCIgY2xhc3M9ImJhc2UiPjk8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjEwMCIgY2xhc3M9ImJhc2UiPjY8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjEyMCIgY2xhc3M9ImJhc2UiPjk8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjE0MCIgY2xhc3M9ImJhc2UiPjE8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjE2MCIgY2xhc3M9ImJhc2UiPjEwPC90ZXh0Pjwvc3ZnPg==																			N is just 																	
						Bad Bunny #4249																																									https://badbunniesnft.com/art/kqRPB04EKcpjaVv8ik3wt.png																							value,display_type,trait_type														0x103FfE3aee66A048e22821145A00C4CABC0fF05b																			https://badbunniesnft.com/art/kqRPB04EKcpjaVv8ik3w.png	https://badbunniesnft.com/art/kqRPB04EKcpjaVv8ik3wa.png						https://badbunniesnft.com/art/kqRPB04EKcpjaVv8ik3w.png																			5,500 Bad 																	
						Bad Bunny #4420																																									https://badbunniesnft.com/art/Xouhjjive84bNvoXgZ0Gt.png																							value,display_type,trait_type														0x103FfE3aee66A048e22821145A00C4CABC0fF05b																			https://badbunniesnft.com/art/Xouhjjive84bNvoXgZ0G.png	https://badbunniesnft.com/art/Xouhjjive84bNvoXgZ0Ga.png						https://badbunniesnft.com/art/Xouhjjive84bNvoXgZ0G.png																			5,500 Bad 																	
																																																																																				0xabEFBc9fD2F806065b4f3C237d4b59D9A97Bcac7																																																														
																																																																																				0xabEFBc9fD2F806065b4f3C237d4b59D9A97Bcac7																																																														
						Exploding the Self #18 by Cai Guo-Qiang																																																			ipfs://QmXsMfsusBogpPttRDf5wZkW2yAo9h5Kvot94CvnYhmAiv/animation.mp4							ipfs://QmXsMfsusBogpPttRDf5wZkW2yAo9h5Kvot94CvnYhmAiv/animation_mov.mov						value,trait_type							c80a37878fbec8ee12d60c9d7462cac2e101e5c267c38ffbd347b312c85eab09							0xd00dE8ce9eA7A0E5573CC6bc6F97cb0c293CB16e																			https://trlab.com		ipfs://QmXsMfsusBogpPttRDf5wZkW2yAo9h5Kvot94CvnYhmAiv/i18n.json			ipfs://QmXsMfsusBogpPttRDf5wZkW2yAo9h5Kvot94CvnYhmAiv/animation_hd.mov		ipfs://QmXsMfsusBogpPttRDf5wZkW2yAo9h5Kvot94CvnYhmAiv/image.png				d8a826dbf0befa57c767fe5335feaa57908d00b50d5364923a41903e14c69c9b															A continua						ca5bc304d227bd0c31cf8fd469c29e8240e305d55d107b01cf3f00eb646d0180											
																																																																						value,trait_type														0xFBB6684EbD6093989740e8ef3e7D57cf3813E5a4																										https://d2qdse7o2ck7m3.cloudfront.net/ism5o8y4tgla246dk1d5zkzr1lfb																																				
																																																																						value,trait_type														0xFBB6684EbD6093989740e8ef3e7D57cf3813E5a4																										https://d2qdse7o2ck7m3.cloudfront.net/ism5o8y4tgla246dk1d5zkzr1lfb																																				
